0.000000000000000000e+00 1.189735912433954041e+02 1.183219910050733290e+02
1.000000000000000048e-04 1.192721150741644749e+02 1.189869473009501775e+02
2.000000000000000096e-04 1.194142692166187487e+02 1.188875348851187255e+02
2.999999999999999737e-04 1.194584769343194210e+02 1.193793107868152532e+02
4.000000000000000192e-04 1.196535759490747211e+02 1.198564579919324444e+02
5.000000000000000104e-04 1.196879692560090973e+02 1.197092451881536164e+02
5.999999999999999474e-04 1.199728560913700761e+02 1.197514286498446978e+02
6.999999999999999929e-04 1.199826225769986792e+02 1.198159090970078324e+02
8.000000000000000383e-04 1.201466305153969927e+02 1.196567010514938119e+02
8.999999999999999754e-04 1.201163248660497374e+02 1.197278360099834345e+02
1.000000000000000021e-03 1.199359118903899315e+02 1.197273457353474413e+02
1.100000000000000066e-03 1.203043105327385831e+02 1.198193071492863595e+02
1.199999999999999895e-03 1.200617773020286023e+02 1.197331771752097183e+02
1.299999999999999940e-03 1.201496958700942912e+02 1.196104237988145371e+02
1.399999999999999986e-03 1.200352118205307050e+02 1.197414653267390747e+02
1.500000000000000031e-03 1.199508706674577923e+02 1.196830496559239236e+02
1.600000000000000077e-03 1.199954030567239585e+02 1.195304434865518459e+02
1.699999999999999905e-03 1.199831447694282360e+02 1.192678249864083000e+02
1.799999999999999951e-03 1.198439755789143675e+02 1.193228646701145692e+02
1.899999999999999996e-03 1.198695581675157626e+02 1.195119500460552899e+02
2.000000000000000042e-03 1.198932774644763128e+02 1.194523106080137040e+02
2.099999999999999870e-03 1.201444360730839946e+02 1.195064260966708218e+02
2.200000000000000133e-03 1.202036593759803509e+02 1.195776112845884001e+02
2.299999999999999961e-03 1.200112193477833671e+02 1.195720565031774356e+02
2.399999999999999790e-03 1.200344634728168387e+02 1.192902706947397604e+02
2.500000000000000052e-03 1.201857195667270446e+02 1.195268693757795120e+02
2.599999999999999881e-03 1.203667355844775528e+02 1.195197284314454294e+02
2.700000000000000143e-03 1.200802598350663999e+02 1.193397580722047024e+02
2.799999999999999972e-03 1.201969837702296218e+02 1.193075109113271992e+02
2.899999999999999800e-03 1.203206327961622719e+02 1.191512198929029864e+02
3.000000000000000062e-03 1.202479383067663719e+02 1.193449521261174056e+02
3.099999999999999891e-03 1.201311164515363146e+02 1.191983816436509613e+02
3.200000000000000153e-03 1.202422343365138602e+02 1.190076694131089567e+02
3.299999999999999982e-03 1.203486184920925837e+02 1.193098367516860350e+02
3.399999999999999811e-03 1.203126229468281281e+02 1.191512437748400828e+02
3.500000000000000073e-03 1.203252286287334698e+02 1.192070982761341327e+02
3.599999999999999901e-03 1.203732731063981163e+02 1.190872552097524562e+02
3.700000000000000164e-03 1.202850289913545367e+02 1.191666188940270814e+02
3.799999999999999992e-03 1.200982410416519741e+02 1.193220124957352084e+02
3.899999999999999821e-03 1.201370593967932336e+02 1.193009990266271245e+02
4.000000000000000083e-03 1.203882226450856336e+02 1.194712856345247047e+02
4.100000000000000346e-03 1.204924680832756110e+02 1.193507362166439236e+02
4.199999999999999740e-03 1.202200362529269313e+02 1.194529727535259553e+02
4.300000000000000003e-03 1.203519296553921407e+02 1.193699781380194338e+02
4.400000000000000265e-03 1.205137260873393643e+02 1.192228784575523406e+02
4.499999999999999660e-03 1.205844930493844060e+02 1.194093142629606916e+02
4.599999999999999922e-03 1.206805796457134647e+02 1.193261023582677183e+02
4.700000000000000185e-03 1.205958193677523269e+02 1.194575896591847766e+02
4.799999999999999580e-03 1.207549327859926649e+02 1.196079083146157842e+02
4.899999999999999842e-03 1.206168492710821880e+02 1.193149228727309037e+02
5.000000000000000104e-03 1.206459046204838330e+02 1.193716755958945299e+02
5.100000000000000366e-03 1.206492653309267098e+02 1.194295397713917453e+02
5.199999999999999761e-03 1.203919584718625941e+02 1.192645327059519076e+02
5.300000000000000024e-03 1.203320718443728481e+02 1.192363531249540074e+02
5.400000000000000286e-03 1.203283243445252850e+02 1.193467990946335249e+02
5.499999999999999681e-03 1.204225464866484856e+02 1.191788948298574979e+02
5.599999999999999943e-03 1.206333354683427928e+02 1.192924589991978621e+02
5.700000000000000205e-03 1.204366344629993364e+02 1.192714495056475670e+02
5.799999999999999600e-03 1.206544329149633370e+02 1.190980083076473619e+02
5.899999999999999863e-03 1.204949517532555916e+02 1.193461359198897469e+02
6.000000000000000125e-03 1.203484960941263324e+02 1.192388841309194447e+02
6.100000000000000387e-03 1.204052883744222129e+02 1.191269905603091530e+02
6.199999999999999782e-03 1.204115226515472870e+02 1.195201290312845970e+02
6.300000000000000044e-03 1.202479842277931539e+02 1.193539014176262469e+02
6.400000000000000307e-03 1.203246636996065035e+02 1.190775341231539812e+02
6.499999999999999702e-03 1.205187852095378958e+02 1.190521112917010385e+02
6.599999999999999964e-03 1.205327835696253942e+02 1.193168413836794315e+02
6.700000000000000226e-03 1.202386613508597293e+02 1.193445572753160775e+02
6.799999999999999621e-03 1.204045405799012514e+02 1.194072174055442304e+02
6.899999999999999883e-03 1.204448255281365761e+02 1.191763697035885201e+02
7.000000000000000146e-03 1.203052746883266906e+02 1.193209269112985140e+02
7.100000000000000408e-03 1.206401748592628138e+02 1.195947348276031477e+02
7.199999999999999803e-03 1.205550392283704468e+02 1.193529756779319513e+02
